sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
2540	37	प्रभावशाली	प्रभावशाली	adj	any	any	-	d	-	-	-	भूमिका	भूमिका	nmod__adj
2540	38	भूमिका	भूमिका	n	f	sg	3	d	0	0	-	निभा	निभा	k1s
2540	39	निभा	निभा	v	f	pl	3	-	0_सक+ता_है	0	active	कि	कि	ccof
2540	40	सकती	सक	v	f	pl	any	-	ता	wA	-	निभा	निभा	lwg__vaux
2540	41	हैं	है	v	any	pl	3	-	है	hE	-	सकती	सक	lwg__vaux_cont
2540	42	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
2541	1	हम	हम	pn	any	pl	1	d	0	0	-	चाहते	चाह	k1
2541	2	देश	देश	n	m	sg	3	o	0_में	0	-	चाहते	चाह	k7p
2541	3	में	में	psp	-	-	-	-	-	-	-	देश	देश	lwg__psp
2541	4	बुनियादी	बुनियादी	adj	any	any	-	o	-	-	-	ढांचे	ढांचा	nmod__adj
2541	5	ढांचे	ढांचा	n	m	sg	3	o	0_का	0	-	विकास	विकास	r6
2541	6	के	का	psp	m	sg	-	o	-	-	-	ढांचे	ढांचा	lwg__psp
2541	7	विकास	विकास	n	m	sg	3	o	0_में	0	-	चाहते	चाह	k7
2541	8	में	में	psp	-	-	-	-	-	-	-	विकास	विकास	lwg__psp
2541	9	सिंगापुर	सिंगापुर	n	m	sg	3	o	0_का	0	-	कंपनियों	कंपनी	r6
2541	10	की	का	psp	f	pl	-	o	-	-	-	सिंगापुर	सिंगापुर	lwg__psp
2541	11	कंपनियों	कंपनी	n	f	pl	3	o	0_का	0	-	मदद	मदद	r6
2541	12	की	का	psp	f	sg	-	d	-	-	-	कंपनियों	कंपनी	lwg__psp
2541	13	मदद	मदद	n	f	sg	3	d	0	0	-	चाहते	चाह	k2
2541	14	चाहते	चाह	v	m	pl	1	-	ता_है	wA	active	ROOT	ROOT	main
2541	15	हैं	है	v	any	pl	1	-	है	hE	-	चाहते	चाह	lwg__vaux
2541	16	।	।	punc	-	-	-	-	-	-	-	चाहते	चाह	rsym
2542	1	इस	यह	pn	any	sg	3	o	-	-	-	भोज	भोज	nmod__adj
2542	2	भोज	भोज	n	m	sg	3	o	0_में	0	-	लिया	ले	k7
2542	3	में	में	psp	-	-	-	-	-	-	-	भोज	भोज	lwg__psp
2542	4	वित्त	वित्त	n	m	sg	3	d	0	0	-	मंत्री	मंत्री	pof__cn
2542	5	मंत्री	मंत्री	n	m	sg	3	d	0	0	-	चिदंबरम	चिदंबरम	nmod__adj
2542	6	पी.	पी.	n	m	sg	3	d	0	0	-	चिदंबरम	चिदंबरम	pof__cn
2542	7	चिदंबरम	चिदंबरम	n	m	sg	3	o	0	0	-	और	और	ccof
2542	8	,	COMMA	punc	-	-	-	-	-	-	-	चिदंबरम	चिदंबरम	rsym
2542	9	वाणिज्य	वाणिज्य	n	m	sg	3	d	0	0	-	मंत्री	मंत्री	pof__cn
2542	10	एवं	एवं	avy	-	-	-	-	-	-	-	मंत्री	मंत्री	pof__cn
2542	11	उद्योग	उद्योग	n	m	sg	3	d	0	0	-	मंत्री	मंत्री	pof__cn
2542	12	मंत्री	मंत्री	n	m	sg	3	d	0	0	-	कमलनाथ	कमलनाथ	nmod__adj
2542	13	कमलनाथ	कमलनाथ	n	m	sg	3	o	0	0	-	और	और	ccof
2542	14	और	और	avy	-	-	-	-	-	-	-	लिया	ले	vmod
2542	15	गृहमंत्री	गृहमंत्री	n	m	sg	3	d	0	0	-	पाटिल	पाटिल	nmod__adj
2542	16	शिवराज	शिवराज	n	m	sg	3	d	0	0	-	पाटिल	पाटिल	pof__cn
2542	17	पाटिल	पाटिल	n	any	sg	3	o	0_सहित	0	-	और	और	ccof
2542	18	सहित	सहित	psp	-	-	-	-	-	-	-	पाटिल	पाटिल	lwg__psp
2542	19	कई	कई	adj	-	-	-	-	-	-	-	मंत्रियों	मंत्री	nmod__adj
2542	20	वरिष्ठ	वरिष्ठ	adj	any	any	-	o	-	-	-	मंत्रियों	मंत्री	nmod__adj
2542	21	मंत्रियों	मंत्री	n	m	pl	3	o	0_ने	0	-	लिया	ले	k1
2542	22	ने	ने	psp	-	-	-	-	-	-	-	मंत्रियों	मंत्री	lwg__psp
2542	23	हिस्सा	हिस्सा	n	m	sg	3	d	0	0	-	लिया	ले	pof
2542	24	लिया	ले	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
2542	25	।	।	punc	-	-	-	-	-	-	-	लिया	ले	rsym
2543	1	दूसरे	दूसरा	num	m	pl	-	o	-	-	-	क्षेत्रों	क्षेत्र	nmod__adj
2543	2	क्षेत्रों	क्षेत्र	n	m	pl	3	o	0_का	0	-	हस्तियां	हस्ती	r6
2543	3	की	का	psp	f	sg	-	d	-	-	-	क्षेत्रों	क्षेत्र	lwg__psp
2543	4	हस्तियां	हस्ती	n	f	pl	3	d	0	0	-	हुई	हो	k1
2543	5	भी	भी	avy	-	-	-	-	-	-	-	हस्तियां	हस्ती	lwg__rp
2543	6	इस	यह	pn	any	sg	3	o	-	-	-	भोज	भोज	nmod__adj
2543	7	भोज	भोज	n	m	sg	3	o	0_में	0	-	हुई	हो	k7
2543	8	में	में	psp	-	-	-	-	-	-	-	भोज	भोज	lwg__psp
2543	9	शामिल	शामिल	adj	any	any	-	-	-	-	-	हुई	हो	pof
2543	10	हुई	हो	v	f	pl	any	-	या	yA	active	ROOT	ROOT	main
2543	11	।	।	punc	-	-	-	-	-	-	-	हुई	हो	rsym
2544	1	इनमें	यह	pn	any	pl	3	o	में	meM	-	थे	था	k5
2544	2	उद्योगपति	उद्योगपति	n	m	pl	3	d	0	0	-	टाटा	टाटा	nmod
2544	3	रतन	रतन	n	m	sg	3	d	0	0	-	टाटा	टाटा	pof__cn
2544	4	टाटा	टाटा	n	any	sg	3	d	0	0	-	और	और	ccof
2544	5	,	COMMA	punc	-	-	-	-	-	-	-	टाटा	टाटा	rsym
2544	6	सुनील	सुनील	n	m	sg	3	d	0	0	-	मित्तल	मित्तल	pof__cn
2544	7	मित्तल	मित्तल	n	any	sg	3	d	0	0	-	और	और	ccof
2544	8	,	COMMA	punc	-	-	-	-	-	-	-	मित्तल	मित्तल	rsym
2544	9	मीडिया	मीडिया	n	m	sg	3	d	0	0	-	कारोबारी	कारोबारी	pof__cn
2544	10	कारोबारी	कारोबारी	n	m	sg	3	d	0	0	-	चंद्रा	चंद्रा	nmod
2544	11	सुभाष	सुभाष	n	m	sg	3	d	0	0	-	चंद्रा	चंद्रा	pof__cn
2544	12	चंद्रा	चंद्रा	n	m	sg	3	d	0	0	-	और	और	ccof
2544	13	और	और	avy	-	-	-	-	-	-	-	थे	था	k1
2544	14	अभिनेत्री	अभिनेत्री	n	f	sg	3	d	0	0	-	मुखर्जी	मुखर्जी	nmod
2544	15	रानी	रानी	n	f	sg	3	d	0	0	-	मुखर्जी	मुखर्जी	pof__cn
2544	16	मुखर्जी	मुखर्जी	n	any	sg	3	d	0	0	-	और	और	ccof
2544	17	भी	भी	avy	-	-	-	-	-	-	-	मुखर्जी	मुखर्जी	lwg__rp
2544	18	शामिल	शामिल	adj	any	any	-	-	-	-	-	थे	था	k1s
2544	19	थे	था	v	m	pl	any	-	था	WA	active	ROOT	ROOT	main
2544	20	।	।	punc	-	-	-	-	-	-	-	थे	था	rsym
2545	1	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	o	0_ने	0	-	कहा	कह	k1
2545	2	ने	ने	psp	-	-	-	-	-	-	-	प्रधानमंत्री	प्रधानमंत्री	lwg__psp
2545	3	ली	ली	n	m	sg	3	o	0_के_साथ	0	-	कहा	कह	ras-k1
2545	4	के	के	psp	-	-	-	-	-	-	-	ली	ली	lwg__psp
2545	5	साथ	साथ	nst	m	sg	3	d	-	-	-	ली	ली	lwg__psp
2545	6	व्यापक	व्यापक	n	m	sg	3	d	0	0	-	समझौते	समझौता	pof__cn
2545	7	आर्थिक	आर्थिक	n	m	sg	3	d	0	0	-	समझौते	समझौता	pof__cn
2545	8	सहयोग	सहयोग	n	m	sg	3	d	0	0	-	समझौते	समझौता	pof__cn
2545	9	समझौते	समझौता	n	m	sg	3	o	0	0	-	कहा	कह	k7
2545	10	(	(	punc	-	-	-	-	-	-	-	सीईसीए	सीईसीए	rsym
2545	11	सीईसीए	सीईसीए	n	m	sg	3	o	0	0	-	समझौते	समझौता	nmod
2545	12	)	)	punc	-	-	-	-	-	-	-	सीईसीए	सीईसीए	rsym
2545	13	पर	पर	psp	-	-	-	-	-	-	-	समझौते	समझौता	fragof
2545	14	हस्ताक्षर	हस्ताक्षर	n	m	sg	3	o	0_के_बाद	0	-	कहा	कह	k7t
2545	15	के	के	psp	-	-	-	-	-	-	-	हस्ताक्षर	हस्ताक्षर	lwg__psp
2545	16	बाद	बाद	nst	m	sg	3	d	-	-	-	हस्ताक्षर	हस्ताक्षर	lwg__psp
2545	17	अपने	अपना	pn	m	any	any	o	0	0	-	बयान	बयान	r6
2545	18	बयान	बयान	n	m	sg	3	o	0_में	0	-	कहा	कह	k7
2545	19	में	में	psp	-	-	-	-	-	-	-	बयान	बयान	lwg__psp
2545	20	कहा	कह	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
2545	21	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
2545	22	आर्थिक	आर्थिक	adj	any	any	-	o	-	-	-	क्षेत्र	क्षेत्र	nmod__adj
2545	23	क्षेत्र	क्षेत्र	n	m	sg	3	o	0_में	0	-	है	है	k7
2545	24	में	में	psp	-	-	-	-	-	-	-	क्षेत्र	क्षेत्र	lwg__psp
2545	25	दोनों	दो	num	any	pl	-	any	-	-	-	देशों	देश	nmod__adj
2545	26	देशों	देश	n	m	pl	3	o	0_के_बीच	0	-	है	है	k7
2545	27	के	के	psp	-	-	-	-	-	-	-	देशों	देश	lwg__psp
2545	28	बीच	बीच	nst	m	sg	3	d	-	-	-	देशों	देश	lwg__psp
2545	29	सहयोग	सहयोग	n	m	sg	3	o	0_का	0	-	गुंजाइश	गुंजाइश	r6
2545	30	की	का	psp	f	sg	-	d	-	-	-	सहयोग	सहयोग	lwg__psp
2545	31	भरपूर	भरपूर	adj	any	any	-	d	-	-	-	गुंजाइश	गुंजाइश	nmod__adj
2545	32	गुंजाइश	गुंजाइश	n	f	sg	3	d	0	0	-	है	है	k1
2545	33	है	है	v	any	sg	3	-	है	hE	active	कि	कि	ccof
2545	34	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
2546	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	कहा	कह	k1
2546	2	कहा	कह	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
2546	3	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
2546	4	हमारी	हम	pn	f	pl	1	o	का	kA	-	कंपनियां	कंपनी	r6
2546	5	कंपनियां	कंपनी	n	f	pl	3	d	0	0	-	हैं	है	k1
2546	6	भी	भी	avy	-	-	-	-	-	-	-	कंपनियां	कंपनी	lwg__rp
2546	7	शहरी	शहरी	adj	any	any	-	o	-	-	-	विकास	विकास	nmod__adj
2546	8	विकास	विकास	n	m	sg	3	d	0	0	-	और	और	ccof
2546	9	,	COMMA	punc	-	-	-	-	-	-	-	विकास	विकास	rsym
2546	10	आवास	आवास	n	m	sg	3	d	0	0	-	और	और	ccof
2546	11	और	और	avy	-	-	-	-	-	-	-	क्षेत्रों	क्षेत्र	nmod
2546	12	निर्माण	निर्माण	n	m	sg	3	d	0	0	-	और	और	ccof
2546	13	क्षेत्रों	क्षेत्र	n	m	pl	3	o	0_से	0	-	जुड़ी	जुड़	ras-k1
2546	14	से	से	psp	-	-	-	-	-	-	-	क्षेत्रों	क्षेत्र	lwg__psp
2546	15	जुड़ी	जुड़	v	f	pl	any	-	या	yA	-	परियोजनाओं	परियोजना	nmod__k1inv
2546	16	परियोजनाओं	परियोजना	n	f	pl	3	o	0_में	0	-	हैं	है	k7
2546	17	में	में	psp	-	-	-	-	-	-	-	परियोजनाओं	परियोजना	lwg__psp
2546	18	सिंगापुर	सिंगापुर	n	m	sg	3	o	0_का	0	-	कंपनियों	कंपनी	r6
2546	19	की	का	psp	f	pl	-	o	-	-	-	सिंगापुर	सिंगापुर	lwg__psp
2546	20	कंपनियों	कंपनी	n	f	pl	3	o	0_के_साथ	0	-	हैं	है	ras-k1
2546	21	के	के	psp	-	-	-	-	-	-	-	कंपनियों	कंपनी	lwg__psp
2546	22	साथ	साथ	nst	m	sg	3	d	-	-	-	कंपनियों	कंपनी	lwg__psp
2546	23	साझेदारी	साझेदारी	n	f	sg	3	o	0_के_लिए	0	-	हैं	है	rt
2546	24	के	के	psp	-	-	-	-	-	-	-	साझेदारी	साझेदारी	lwg__psp
2546	25	लिए	लिए	psp	-	-	-	-	-	-	-	साझेदारी	साझेदारी	lwg__psp
2546	26	तैयार	तैयार	adj	any	any	-	-	-	-	-	हैं	है	pof
2546	27	हैं	है	v	any	pl	3	-	है	hE	active	कि	कि	ccof
2546	28	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
2547	1	सीईसीए	सीईसीए	n	m	sg	3	d	0	0	-	हो	हो	k1
2547	2	१	१	n	any	sg	3	d	0	0	-	अगस्त	अगस्त	pof__cn
2547	3	अगस्त	अगस्त	n	m	sg	3	o	0_से	0	-	हो	हो	k7t
2547	4	से	से	psp	-	-	-	-	-	-	-	अगस्त	अगस्त	lwg__psp
2547	5	लागू	लागू	adj	any	any	-	-	-	-	-	हो	हो	pof
2547	6	हो	हो	v	any	sg	3	-	0_जा+गा	0	active	ROOT	ROOT	main
2547	7	जाएगा	जा	v	m	sg	3	-	गा	gA	-	हो	हो	lwg__vaux
2547	8	।	।	punc	-	-	-	-	-	-	-	हो	हो	rsym
2548	1	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	o	0_ने	0	-	दिया	दे	k1
2548	2	ने	ने	psp	-	-	-	-	-	-	-	प्रधानमंत्री	प्रधानमंत्री	lwg__psp
2548	3	सीईसीए	सीईसीए	n	m	sg	3	o	0_को	0	-	दिया	दे	k4
2548	4	को	को	psp	-	-	-	-	-	-	-	सीईसीए	सीईसीए	lwg__psp
2548	5	दोनों	दो	num	any	pl	-	o	-	-	-	देशों	देश	nmod__adj
2548	6	देशों	देश	n	m	pl	3	o	0_का	0	-	रिश्ते	रिश्ता	r6
2548	7	के	का	psp	m	sg	-	o	-	-	-	देशों	देश	lwg__psp
2548	8	रिश्ते	रिश्ता	n	m	sg	3	o	0_में	0	-	दिया	दे	k7
2548	9	में	में	psp	-	-	-	-	-	-	-	रिश्ते	रिश्ता	lwg__psp
2548	10	मील	मील	n	m	sg	3	o	0_का	0	-	पत्थर	पत्थर	r6
2548	11	का	का	psp	m	sg	-	d	-	-	-	मील	मील	lwg__psp
2548	12	पत्थर	पत्थर	n	m	sg	3	d	0	0	-	दिया	दे	k2
2548	13	करार	करार	n	m	sg	3	d	0	0	-	दिया	दे	pof
2548	14	दिया	दे	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
2548	15	।	।	punc	-	-	-	-	-	-	-	दिया	दे	rsym
2549	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	जताई	जता	k1
2549	2	उम्मीद	उम्मीद	n	f	sg	3	d	0	0	-	जताई	जता	pof
2549	3	जताई	जता	v	f	sg	any	-	या	yA	active	ROOT	ROOT	main
2549	4	कि	कि	avy	-	-	-	-	-	-	-	जताई	जता	k2
2549	5	इस	यह	pn	any	sg	3	o	-	-	-	समझौते	समझौता	nmod__adj
2549	6	समझौते	समझौता	n	m	sg	3	o	0_से	0	-	होगा	हो	rh
2549	7	से	से	psp	-	-	-	-	-	-	-	समझौते	समझौता	lwg__psp
2549	8	दोनों	दो	num	any	pl	-	o	-	-	-	देशों	देश	nmod__adj
2549	9	देशों	देश	n	m	pl	3	o	0_का	0	-	अर्थव्यवस्था	अर्थव्यवस्था	r6
2549	10	की	का	psp	f	sg	-	o	-	-	-	देशों	देश	lwg__psp
2549	11	अर्थव्यवस्था	अर्थव्यवस्था	n	f	sg	3	o	0_में	0	-	होगा	हो	k7
2549	12	में	में	psp	-	-	-	-	-	-	-	अर्थव्यवस्था	अर्थव्यवस्था	lwg__psp
2549	13	और	और	avy	-	-	-	-	-	-	-	सामंजस्य	सामंजस्य	nmod__adj
2549	14	सामंजस्य	सामंजस्य	n	m	sg	3	d	0	0	-	होगा	हो	k1
2549	15	स्थापित	स्थापित	adj	any	any	-	-	-	-	-	होगा	हो	pof
2549	16	होगा	हो	v	m	sg	3	-	गा	gA	active	कि	कि	ccof
2549	17	।	।	punc	-	-	-	-	-	-	-	जताई	जता	rsym
2550	1	मनमोहन	मनमोहन	n	m	sg	3	d	0	0	-	सिंह	सिंह	pof__cn
2550	2	सिंह	सिंह	n	m	sg	3	o	0_ने	0	-	की	कर	k1
2550	3	ने	ने	psp	-	-	-	-	-	-	-	सिंह	सिंह	lwg__psp
2550	4	एशियन	एशियन	adj	any	any	-	o	-	-	-	देशों	देश	nmod__adj
2550	5	देशों	देश	n	m	pl	3	o	0_के_साथ	0	-	बनाने	बना	ras-k1
2550	6	के	के	psp	-	-	-	-	-	-	-	देशों	देश	lwg__psp
2550	7	साथ	साथ	nst	m	sg	3	d	-	-	-	देशों	देश	lwg__psp
2550	8	भारत	भारत	n	m	sg	3	o	0_का	0	-	रिश्ते	रिश्ता	r6
2550	9	के	का	psp	m	sg	-	o	-	-	-	भारत	भारत	lwg__psp
2550	10	रिश्ते	रिश्ता	n	m	sg	3	o	0_को	0	-	बनाने	बना	k2
2550	11	को	को	psp	-	-	-	-	-	-	-	रिश्ते	रिश्ता	lwg__psp
2550	12	मजबूत	मजबूत	adj	any	any	-	-	-	-	-	बनाने	बना	pof
2550	13	बनाने	बना	v	any	any	any	o	ना_में	nA	-	की	कर	k7
2550	14	में	में	psp	-	-	-	-	-	-	-	बनाने	बना	lwg__psp
2550	15	सिंगापुर	सिंगापुर	n	m	sg	3	o	0_का	0	-	भूमिका	भूमिका	r6
2550	16	की	का	psp	f	sg	-	o	-	-	-	सिंगापुर	सिंगापुर	lwg__psp
2550	17	भूमिका	भूमिका	n	f	sg	3	o	0_का	0	-	सराहना	सराहना	r6-k2
2550	18	की	का	psp	f	sg	-	d	-	-	-	भूमिका	भूमिका	lwg__psp
2550	19	भी	भी	avy	-	-	-	-	-	-	-	भूमिका	भूमिका	lwg__rp
2550	20	जमकर	जमकर	adv	-	-	-	-	-	-	-	की	कर	adv
2550	21	सराहना	सराहना	n	f	sg	3	d	0	0	-	की	कर	pof
2550	22	की	कर	v	f	sg	any	-	या	yA	active	ROOT	ROOT	main
2550	23	।	।	punc	-	-	-	-	-	-	-	की	कर	rsym
2551	1	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	d	0	0	-	कलाम	कलाम	nmod__adj
2551	2	ए.	ए.	n	m	sg	3	d	0	0	-	कलाम	कलाम	pof__cn
2551	3	पी.	पी.	n	m	sg	3	d	0	0	-	कलाम	कलाम	pof__cn
2551	4	जे.	जे.	n	m	sg	3	d	0	0	-	कलाम	कलाम	pof__cn
2551	5	कलाम	कलाम	n	m	sg	3	o	0_का	0	-	जवान	जवान	r6
2551	6	के	का	psp	m	sg	-	o	-	-	-	कलाम	कलाम	lwg__psp
2551	7	एक	एक	num	any	any	-	any	-	-	-	जवान	जवान	nmod__adj
2551	8	सुरक्षा	सुरक्षा	n	f	sg	3	d	0	0	-	जवान	जवान	pof__cn
2551	9	जवान	जवान	n	m	sg	3	o	0_द्वारा	0	-	ले	ले	k1
2551	10	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	जवान	जवान	lwg__psp
2551	11	ले	ले	v	any	sg	any	-	0_जा+या_जा_रह+या	0	-	सामान	सामान	nmod__k1inv
2551	12	जाया	जा	v	m	sg	any	-	या	yA	-	ले	ले	lwg__vaux
2551	13	जा	जा	v	any	any	any	-	0	0	-	जाया	जा	lwg__vaux_cont
2551	14	रहा	रह	v	m	sg	any	-	या	yA	-	जा	जा	lwg__vaux_cont
2551	15	सामान	सामान	n	m	sg	3	d	0	0	-	हो	हो	k1
2551	16	बृहस्पतिवार	बृहस्पतिवार	n	m	sg	3	o	0_का	0	-	सुबह	सुबह	r6
2551	17	की	का	psp	f	sg	-	d	-	-	-	बृहस्पतिवार	बृहस्पतिवार	lwg__psp
2551	18	सुबह	सुबह	n	f	sg	3	d	0	0	-	हो	हो	k7t
2551	19	मुगलसराय	मुगलसराय	n	m	sg	3	d	0	0	-	बक्सर	बक्सर	nmod__adj
2551	20	-JOIN	-	punc	-	-	-	-	-	-	-	मुगलसराय	मुगलसराय	rsym
2551	21	बक्सर	बक्सर	n	m	sg	3	o	0_के_बीच	0	-	हो	हो	k7p
2551	22	के	के	psp	-	-	-	-	-	-	-	बक्सर	बक्सर	lwg__psp
2551	23	बीच	बीच	nst	m	sg	3	d	-	-	-	बक्सर	बक्सर	lwg__psp
2551	24	ट्रेन	ट्रेन	n	f	sg	3	o	0_से	0	-	हो	हो	k5
2551	25	से	से	psp	-	-	-	-	-	-	-	ट्रेन	ट्रेन	lwg__psp
2551	26	चोरी	चोरी	n	f	sg	3	d	0	0	-	हो	हो	pof
2551	27	हो	हो	v	any	sg	3	-	0_जा+या१	0	active	ROOT	ROOT	main
2551	28	गया	जा	v	m	sg	3	-	या१	yA1	-	हो	हो	lwg__vaux
2551	29	.	.	punc	-	-	-	-	-	-	-	हो	हो	rsym
2552	1	लांस	लांस	n	m	sg	3	d	0	0	-	कुमार	कुमार	pof__cn
2552	2	नायक	नायक	n	m	sg	3	d	0	0	-	कुमार	कुमार	pof__cn
2552	3	नीरज	नीरज	n	m	sg	3	d	0	0	-	कुमार	कुमार	pof__cn
2552	4	कुमार	कुमार	n	m	sg	3	o	0_ने	0	-	करायी	करा	k1
2552	5	ने	ने	psp	-	-	-	-	-	-	-	कुमार	कुमार	lwg__psp
2552	6	बृहस्पतिवार	बृहस्पतिवार	n	m	sg	3	o	0_को	0	-	करायी	करा	k7t
2552	7	को	को	psp	-	-	-	-	-	-	-	बृहस्पतिवार	बृहस्पतिवार	lwg__psp
2552	8	बक्सर	बक्सर	n	m	sg	3	d	0	0	-	थाने	थाना	nmod__adj
2552	9	थाने	थाना	n	m	sg	3	o	0_में	0	-	करायी	करा	k7p
2552	10	में	में	psp	-	-	-	-	-	-	-	थाने	थाना	lwg__psp
2552	11	चोरी	चोरी	n	f	sg	3	o	0_का	0	-	शिकायत	शिकायत	r6
2552	12	की	का	psp	f	sg	-	d	-	-	-	चोरी	चोरी	lwg__psp
2552	13	शिकायत	शिकायत	n	f	sg	3	d	0	0	-	करायी	करा	k2
2552	14	दर्ज	दर्ज	adj	any	any	-	-	-	-	-	करायी	करा	pof
2552	15	करायी	करा	v	f	sg	3	-	या_है	yA	active	ROOT	ROOT	main
2552	16	है	है	v	any	sg	3	-	है	hE	-	करायी	करा	lwg__vaux
2552	17	.	.	punc	-	-	-	-	-	-	-	करायी	करा	rsym
2553	1	शिकायत	शिकायत	n	f	sg	3	o	0_में	0	-	कहा	कह	k7
2553	2	में	में	psp	-	-	-	-	-	-	-	शिकायत	शिकायत	lwg__psp
2553	3	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	कहा	कह	k1
2553	4	कहा	कह	v	m	sg	3	-	या_है	yA	active	ROOT	ROOT	main
2553	5	है	है	v	any	sg	3	-	है	hE	-	कहा	कह	lwg__vaux
2553	6	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
2553	7	कुर्ला	कुर्ला	n	m	sg	3	d	0	0	-	एक्सप्रेस	एक्सप्रेस	pof__cn
2553	8	-JOIN	-	punc	-	-	-	-	-	-	-	एक्सप्रेस	एक्सप्रेस	rsym
2553	9	पटना	पटना	n	m	sg	3	d	0	0	-	एक्सप्रेस	एक्सप्रेस	pof__cn
2553	10	एक्सप्रेस	एक्सप्रेस	n	f	sg	3	o	0_से	0	-	हुआ	हो	k5
2553	11	से	से	psp	-	-	-	-	-	-	-	एक्सप्रेस	एक्सप्रेस	lwg__psp
2553	12	जबलबुर	जबलबुर	n	m	sg	3	o	0_से	0	-	दानापुर	दानापुर	rsp
2553	13	से	से	psp	-	-	-	-	-	-	-	जबलबुर	जबलबुर	lwg__psp
2553	14	दानापुर	दानापुर	n	m	sg	3	o	0_का	0	-	यात्रा	यात्रा	r6
2553	15	की	का	psp	f	sg	-	o	-	-	-	दानापुर	दानापुर	lwg__psp
2553	16	यात्रा	यात्रा	n	f	sg	3	o	0_में	0	-	हुआ	हो	k7
2553	17	में	में	psp	-	-	-	-	-	-	-	यात्रा	यात्रा	lwg__psp
2553	18	सामान	सामान	n	m	sg	3	d	0	0	-	हुआ	हो	k1
2553	19	चोरी	चोरी	n	f	sg	3	d	0	0	-	हुआ	हो	pof
2553	20	हुआ	हो	v	m	sg	3	-	या	yA	active	कि	कि	ccof
2553	21	.	.	punc	-	-	-	-	-	-	-	कहा	कह	rsym
2554	1	गवर्नमेंट	गवर्नमेंट	n	f	sg	3	d	0	0	-	पुलिस	पुलिस	pof__cn
2554	2	रेलवे	रेलवे	n	m	sg	3	d	0	0	-	पुलिस	पुलिस	pof__cn
2554	3	पुलिस	पुलिस	n	f	sg	3	o	0_के_मुताबिक	0	-	थीं	था	k7a
2554	4	के	के	psp	-	-	-	-	-	-	-	पुलिस	पुलिस	lwg__psp
2554	5	मुताबिक	मुताबिक	psp	-	-	-	-	-	-	-	पुलिस	पुलिस	lwg__psp
2554	6	चोरी	चोरी	n	f	sg	3	d	0	0	-	गए	जा	k2
2554	7	गए	जा	v	m	sg	any	-	या१	yA1	-	सामान	सामान	nmod__k1inv
2554	8	सामान	सामान	n	m	sg	3	o	0_में	0	-	थीं	था	k7p
2554	9	में	में	psp	-	-	-	-	-	-	-	सामान	सामान	lwg__psp
2554	10	लॉगबुक	लॉगबुक	n	f	sg	3	d	0	0	-	और	और	ccof
2554	11	और	और	avy	-	-	-	-	-	-	-	वस्तुएं	वस्तु	r6
2554	12	दैनिक	दैनिक	adj	any	any	-	o	-	-	-	उपयोग	उपयोग	nmod__adj
2554	13	उपयोग	उपयोग	n	m	sg	3	o	0_का	0	-	और	और	ccof
2554	14	की	का	psp	f	pl	-	d	-	-	-	उपयोग	उपयोग	lwg__psp
2554	15	वस्तुएं	वस्तु	n	f	pl	3	d	0	0	-	थीं	था	k1
2554	16	थीं	था	v	f	pl	3	-	था	WA	active	ROOT	ROOT	main
2554	17	.	.	punc	-	-	-	-	-	-	-	थीं	था	rsym
2555	1	कुमार	कुमार	n	m	sg	3	o	0_ने	0	-	कहा	कह	k1
2555	2	ने	ने	psp	-	-	-	-	-	-	-	कुमार	कुमार	lwg__psp
2555	3	कहा	कह	v	m	sg	3	-	या	yA	active	ROOT	ROOT	main
2555	4	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
2555	5	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	o	0_का	0	-	यात्रा	यात्रा	r6
2555	6	की	का	psp	f	sg	-	o	-	-	-	राष्ट्रपति	राष्ट्रपति	lwg__psp
2555	7	बिहार	बिहार	n	m	sg	3	d	0	0	-	यात्रा	यात्रा	nmod__adj
2555	8	यात्रा	यात्रा	n	f	sg	3	o	0_के_मद्देनज़र	0	-	जा	जा	k7a
2555	9	के	के	psp	-	-	-	-	-	-	-	यात्रा	यात्रा	lwg__psp
2555	10	मद्देनज़र	मद्देनज़र	psp	-	-	-	-	-	-	-	यात्रा	यात्रा	lwg__psp
2555	11	वह	वह	pn	any	sg	3	d	0	0	-	जा	जा	k1
