sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
316	10	दोनों	दो	num	any	any	-	any	-	-	-	11.0	कंपनियों	nmod__adj
316	11	कंपनियों	कंपनी	n	f	pl	3	o	0	0	-	12.0	और	ccof
316	12	और	और	avy	-	-	-	-	-	-	-	35.0	देने	k4
316	13	अन्य	अन्य	adj	any	any	-	d	-	-	-	17.0	कंपनियों	nmod__adj
316	14	सभी	सभी	avy	-	-	-	-	-	-	-	17.0	कंपनियों	nmod__adj
316	15	कारबोनेटेड	कारबोनेटेड	adj	any	any	-	o	-	-	-	17.0	कंपनियों	pof__cn
316	16	बिवरेज	बिवरेज	n	m	sg	3	d	0	0	-	17.0	कंपनियों	pof__cn
316	17	कंपनियों	कंपनी	n	f	pl	3	o	0_को	0	-	12.0	और	ccof
316	18	को	को	psp	-	-	-	-	-	-	-	17.0	कंपनियों	lwg__psp
316	19	बोतलों	बोतल	n	f	pl	3	o	0	0	-	20.0	और	ccof
316	20	और	और	avy	-	-	-	-	-	-	-	35.0	देने	k7
316	21	कंटेनरों	कंटेनर	n	m	pl	3	o	0_पर	0	-	20.0	और	ccof
316	22	पर	पर	psp	-	-	-	-	-	-	-	21.0	कंटेनरों	lwg__psp
316	23	रसायनों	रसायन	n	m	pl	3	o	0	0	-	24.0	और	ccof
316	24	और	और	avy	-	-	-	-	-	-	-	35.0	देने	ras-k2
316	25	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_समेत	0	-	24.0	और	ccof
316	26	समेत	समेत	psp	-	-	-	-	-	-	-	25.0	कीटनाशकों	lwg__psp
316	27	उत्पादों	उत्पाद	n	m	pl	3	o	0_का	0	-	29.0	सामग्री	r6
316	28	की	का	psp	f	sg	-	o	-	-	-	27.0	उत्पादों	lwg__psp
316	29	सामग्री	सामग्री	n	f	sg	3	o	0	0	-	30.0	और	ccof
316	30	और	और	avy	-	-	-	-	-	-	-	34.0	जानकारी	r6
316	31	उनके	वह	pn	m	pl	3	o	का	kA	-	32.0	मिश्रण	r6
316	32	मिश्रण	मिश्रण	n	m	sg	3	o	0_का	0	-	30.0	और	ccof
316	33	की	का	psp	f	sg	-	d	-	-	-	32.0	मिश्रण	lwg__psp
316	34	जानकारी	जानकारी	n	f	sg	3	d	0	0	-	35.0	देने	k2
316	35	देने	दे	v	any	any	any	o	ना_को	nA	-	37.0	कहा	k2
316	36	को	को	psp	-	-	-	-	-	-	-	35.0	देने	lwg__psp
316	37	कहा	कह	v	m	sg	any	-	या_था	yA	active	0.0	ROOT	main
316	38	था	था	v	m	sg	any	-	था	WA	-	37.0	कहा	lwg__vaux
316	39	।	।	punc	-	-	-	-	-	-	-	37.0	कहा	rsym
317	1	सुप्रीम	सुप्रीम	adj	any	any	-	o	-	-	-	2.0	कोर्ट	pof__cn
317	2	कोर्ट	कोर्ट	n	f	sg	3	o	0_का	0	-	4.0	कहना	k1
317	3	का	का	psp	m	sg	-	d	-	-	-	2.0	कोर्ट	lwg__psp
317	4	कहना	कह	v	any	any	any	d	ना	nA	-	5.0	है	k1
317	5	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
317	6	कि	कि	avy	-	-	-	-	-	-	-	4.0	कहना	k2
317	7	हाई	हाई	adj	any	any	-	o	-	-	-	8.0	कोर्ट	pof__cn
317	8	कोर्ट	कोर्ट	n	m	sg	3	o	0_का_ओर	0	-	11.0	की	rd
317	9	की	का	psp	f	sg	-	d	-	-	-	8.0	कोर्ट	lwg__psp
317	10	ओर	ओर	nst	f	sg	3	d	-	-	-	8.0	कोर्ट	lwg__psp
317	11	की	कर	v	f	sg	any	-	या_जा+या१	yA	-	13.0	कार्रवाई	nmod__k1inv
317	12	गई	जा	v	f	sg	any	-	या१	yA1	-	11.0	की	lwg__vaux
317	13	कार्रवाई	कार्रवाई	n	f	sg	3	d	0	0	-	16.0	है	k1
317	14	जनहित	जनहित	n	m	sg	3	o	0_में	0	-	16.0	है	k7
317	15	में	में	psp	-	-	-	-	-	-	-	14.0	जनहित	lwg__psp
317	16	है	है	v	any	sg	3	-	है	hE	active	17.0	और	ccof
317	17	और	और	avy	-	-	-	-	-	-	-	6.0	कि	ccof
317	18	उन्हें	वह	pn	any	pl	3	o	को	ko	-	29.0	आता	k4a
317	19	हाई	हाई	adj	any	any	-	o	-	-	-	20.0	कोर्ट	pof__cn
317	20	कोर्ट	कोर्ट	n	m	sg	3	o	0_का	0	-	23.0	आदेश	r6
317	21	का	का	psp	m	sg	-	d	-	-	-	20.0	कोर्ट	lwg__psp
317	22	यह	यह	pn	any	sg	3	d	-	-	-	23.0	आदेश	nmod__adj
317	23	आदेश	आदेश	n	m	sg	3	d	0	0	-	29.0	आता	k1
317	24	अकारण	अकारण	adj	any	any	-	d	-	-	-	25.0	या	ccof
317	25	या	या	avy	-	-	-	-	-	-	-	29.0	आता	k1s
317	26	असंवैधानिक	असंवैधानिक	adj	any	any	-	d	-	-	-	25.0	या	ccof
317	27	नजर	नजर	n	f	sg	3	d	0	0	-	29.0	आता	pof
317	28	नहीं	नहीं	avy	-	-	-	-	-	-	-	29.0	आता	lwg__neg
317	29	आता	आ	v	m	sg	3	-	ता_है	wA	active	17.0	और	ccof
317	30	है	है	v	any	sg	3	-	है	hE	-	29.0	आता	lwg__vaux
317	31	।	।	punc	-	-	-	-	-	-	-	5.0	है	rsym
318	1	खंडपीठ	खंडपीठ	n	f	sg	3	o	0_ने	0	-	13.0	कहा	k1
318	2	ने	ने	psp	-	-	-	-	-	-	-	1.0	खंडपीठ	lwg__psp
318	3	दोनों	दो	num	any	any	-	any	-	-	-	4.0	कंपनियों	nmod__adj
318	4	कंपनियों	कंपनी	n	f	pl	3	o	0_को	0	-	13.0	कहा	k4
318	5	को	को	psp	-	-	-	-	-	-	-	4.0	कंपनियों	lwg__psp
318	6	राजस्थान	राजस्थान	n	m	sg	3	d	0	0	-	8.0	कोर्ट	pof__cn
318	7	हाई	हाई	adj	any	any	-	o	-	-	-	8.0	कोर्ट	pof__cn
318	8	कोर्ट	कोर्ट	n	f	sg	3	o	0_से	0	-	11.0	करने	k2
318	9	से	से	psp	-	-	-	-	-	-	-	8.0	कोर्ट	lwg__psp
318	10	संपर्क	संपर्क	n	m	sg	3	d	0	0	-	11.0	करने	pof
318	11	करने	कर	v	any	any	any	o	ना_को	nA	-	13.0	कहा	rt
318	12	को	को	psp	-	-	-	-	-	-	-	11.0	करने	lwg__psp
318	13	कहा	कह	v	m	sg	3	-	या_है	yA	active	0.0	ROOT	main
318	14	है	है	v	any	sg	3	-	है	hE	-	13.0	कहा	lwg__vaux
318	15	।	।	punc	-	-	-	-	-	-	-	13.0	कहा	rsym
319	1	कोर्ट	कोर्ट	n	m	sg	3	o	0_का	0	-	3.0	कहना	k1
319	2	का	का	psp	m	sg	-	d	-	-	-	1.0	कोर्ट	lwg__psp
319	3	कहना	कह	v	any	any	any	d	ना	nA	-	4.0	है	k1
319	4	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
319	5	कि	कि	avy	-	-	-	-	-	-	-	3.0	कहना	k2
319	6	यदि	यदि	avy	-	-	-	-	-	-	-	35.0	कर	vmod
319	7	उनके	वह	pn	any	pl	3	o	0_द्वारा	ke	-	12.0	की	k1
319	8	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	7.0	उनके	lwg__psp
319	9	कंटेनरों	कंटेनर	n	m	pl	3	o	0_पर	0	-	12.0	की	k7
319	10	पर	पर	psp	-	-	-	-	-	-	-	9.0	कंटेनरों	lwg__psp
319	11	प्रिंट	प्रिंट	n	m	sg	3	d	0	0	-	12.0	की	pof
319	12	की	कर	v	any	sg	any	-	या_जा+ना_वाला	yA	-	17.0	मात्रा	nmod
319	13	जाने	जा	v	any	any	any	o	ना	nA	-	12.0	की	lwg__vaux
319	14	वाली	वाला	psp	f	sg	-	o	-	-	-	12.0	की	lwg__psp
319	15	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_का	0	-	17.0	मात्रा	r6
319	16	की	का	psp	f	sg	-	o	-	-	-	15.0	कीटनाशकों	lwg__psp
319	17	मात्रा	मात्रा	n	f	sg	3	o	0_से	0	-	19.0	संबंधित	jjmod
319	18	से	से	psp	-	-	-	-	-	-	-	17.0	मात्रा	lwg__psp
319	19	संबंधित	संबंधित	adj	any	any	-	o	-	-	-	21.0	याचिका	nmod
319	20	उनकी	वह	pn	f	pl	3	o	का	kA	-	21.0	याचिका	r6
319	21	याचिका	याचिका	n	f	sg	3	o	0_पर	0	-	25.0	की	k7
319	22	पर	पर	psp	-	-	-	-	-	-	-	21.0	याचिका	lwg__psp
319	23	सुनवाई	सुनवाई	n	f	sg	3	d	0	0	-	25.0	की	pof
319	24	नहीं	नहीं	avy	-	-	-	-	-	-	-	25.0	की	lwg__neg
319	25	की	कर	v	f	sg	3	-	या_जा+ता_है	yA	active	6.0	यदि	ccof
319	26	जाती	जा	v	f	sg	any	-	ता	wA	-	25.0	की	lwg__vaux
319	27	है	है	v	any	sg	3	-	है	hE	-	26.0	जाती	lwg__vaux_cont
319	28	,	COMMA	punc	-	-	-	-	-	-	-	25.0	की	rsym
319	29	तो	तो	avy	-	-	-	-	-	-	-	5.0	कि	ccof
319	30	वे	वह	pn	any	pl	3	d	0	0	-	35.0	कर	k1
319	31	सुप्रीम	सुप्रीम	adj	any	any	-	o	-	-	-	32.0	कोर्ट	pof__cn
319	32	कोर्ट	कोर्ट	n	f	sg	3	o	0_में	0	-	35.0	कर	k7p
319	33	में	में	psp	-	-	-	-	-	-	-	32.0	कोर्ट	lwg__psp
319	34	अपील	अपील	n	f	sg	3	d	0	0	-	35.0	कर	pof
319	35	कर	कर	v	m	pl	3	-	0_सक+ता_है	0	active	29.0	तो	ccof
319	36	सकते	सक	v	m	pl	any	-	ता	wA	-	35.0	कर	lwg__vaux
319	37	हैं	है	v	any	pl	3	-	है	hE	-	36.0	सकते	lwg__vaux_cont
319	38	।	।	punc	-	-	-	-	-	-	-	4.0	है	rsym
320	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	2.0	कहा	k1
320	2	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
320	3	कि	कि	avy	-	-	-	-	-	-	-	2.0	कहा	k2
320	4	सॉफ्ट	सॉफ्ट	adj	any	any	-	o	-	-	-	5.0	ड्रिंक	pof__cn
320	5	ड्रिंक	ड्रिंक	n	m	sg	3	o	0_में	0	-	8.0	आने	k7
320	6	में	में	psp	-	-	-	-	-	-	-	5.0	ड्रिंक	lwg__psp
320	7	काम	काम	n	m	sg	3	d	0	0	-	8.0	आने	pof
320	8	आने	आ	v	any	sg	any	o	ना_वाला	nA	-	10.0	पानी	nmod
320	9	वाले	वाला	psp	m	sg	-	o	-	-	-	8.0	आने	lwg__psp
320	10	पानी	पानी	n	m	sg	3	o	0	0	-	11.0	और	ccof
320	11	और	और	avy	-	-	-	-	-	-	-	17.0	रहता	k7
320	12	चीनी	चीनी	n	f	sg	3	o	0_में	0	-	11.0	और	ccof
320	13	में	में	psp	-	-	-	-	-	-	-	12.0	चीनी	lwg__psp
320	14	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_का	0	-	16.0	अंश	r6
320	15	का	का	psp	m	sg	-	d	-	-	-	14.0	कीटनाशकों	lwg__psp
320	16	अंश	अंश	n	m	sg	3	d	0	0	-	17.0	रहता	k1
320	17	रहता	रह	v	m	sg	3	-	ता_है	wA	active	3.0	कि	ccof
320	18	है	है	v	any	sg	3	-	है	hE	-	17.0	रहता	lwg__vaux
320	19	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
321	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	5.0	कहा	k1
321	2	अपनी	अपना	pn	f	any	any	o	0	0	-	3.0	दलील	r6
321	3	दलील	दलील	n	f	sg	3	o	0_में	0	-	5.0	कहा	k7
321	4	में	में	psp	-	-	-	-	-	-	-	3.0	दलील	lwg__psp
321	5	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
321	6	कि	कि	avy	-	-	-	-	-	-	-	5.0	कहा	k2
321	7	कृषि	कृषि	n	f	sg	3	o	0_में	0	-	23.0	है	k7
321	8	में	में	psp	-	-	-	-	-	-	-	7.0	कृषि	lwg__psp
321	9	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_का	0	-	12.0	इस्तेमाल	r6
321	10	का	का	psp	m	sg	-	d	-	-	-	9.0	कीटनाशकों	lwg__psp
321	11	गहन	गहन	adj	any	any	-	d	-	-	-	12.0	इस्तेमाल	nmod__adj
321	12	इस्तेमाल	इस्तेमाल	n	m	sg	3	d	0	0	-	23.0	है	k1
321	13	चीनी	चीनी	n	f	sg	3	o	0_में	0	-	20.0	मौजूदगी	nmod
321	14	में	में	psp	-	-	-	-	-	-	-	13.0	चीनी	lwg__psp
321	15	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_का	0	-	18.0	मात्रा	r6
321	16	की	का	psp	f	sg	-	o	-	-	-	15.0	कीटनाशकों	lwg__psp
321	17	उच्च	उच्च	adj	any	any	-	o	-	-	-	18.0	मात्रा	nmod__adj
321	18	मात्रा	मात्रा	n	f	sg	3	o	0_का	0	-	20.0	मौजूदगी	r6
321	19	की	का	psp	f	sg	-	o	-	-	-	18.0	मात्रा	lwg__psp
321	20	मौजूदगी	मौजूदगी	n	f	sg	3	o	0_का	0	-	22.0	नतीजा	r6
321	21	का	का	psp	m	sg	-	d	-	-	-	20.0	मौजूदगी	lwg__psp
321	22	नतीजा	नतीजा	n	m	sg	3	d	0	0	-	23.0	है	k1s
321	23	है	है	v	any	sg	3	-	है	hE	active	6.0	कि	ccof
321	24	।	।	punc	-	-	-	-	-	-	-	5.0	कहा	rsym
322	1	कोर्ट	कोर्ट	n	m	sg	3	o	0_ने	0	-	5.0	कहा	k1
322	2	ने	ने	psp	-	-	-	-	-	-	-	1.0	कोर्ट	lwg__psp
322	3	कंपनियों	कंपनी	n	f	pl	3	o	0_से	0	-	5.0	कहा	k4
322	4	से	से	psp	-	-	-	-	-	-	-	3.0	कंपनियों	lwg__psp
322	5	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
322	6	कि	कि	avy	-	-	-	-	-	-	-	5.0	कहा	k2
322	7	आप	आप	pn	any	pl	2	o	0	0	-	11.0	दर्शा	k1
322	8	अपनी	अपना	pn	f	any	any	o	0	0	-	9.0	प्रिंटलाइन	r6
322	9	प्रिंटलाइन	प्रिंटलाइन	n	f	sg	3	o	0_में	0	-	11.0	दर्शा	k7
322	10	में	में	psp	-	-	-	-	-	-	-	9.0	प्रिंटलाइन	lwg__psp
322	11	दर्शा	दर्शा	v	m	pl	3	any	0_सक+ता_है	0	active	6.0	कि	ccof
322	12	सकते	सक	v	m	pl	any	-	ता	wA	-	11.0	दर्शा	lwg__vaux
322	13	हैं	है	v	any	pl	3	-	है	hE	-	12.0	सकते	lwg__vaux_cont
322	14	कि	कि	avy	-	-	-	-	-	-	-	11.0	दर्शा	k2
322	15	सॉफ्ट	सॉफ्ट	adj	any	any	-	o	-	-	-	16.0	ड्रिंक	pof__cn
322	16	ड्रिंक	ड्रिंक	n	m	sg	3	o	0_में	0	-	19.0	की	k7
322	17	में	में	psp	-	-	-	-	-	-	-	16.0	ड्रिंक	lwg__psp
322	18	इस्तेमाल	इस्तेमाल	n	m	sg	3	d	0	0	-	19.0	की	pof
322	19	की	कर	v	f	sg	any	-	या_जा+या१	yA	-	21.0	चीनी	nmod__k2inv
322	20	गई	जा	v	f	sg	any	-	या१	yA1	-	19.0	की	lwg__vaux
322	21	चीनी	चीनी	n	f	sg	3	o	0_में	0	-	28.0	किया	k7
322	22	में	में	psp	-	-	-	-	-	-	-	21.0	चीनी	lwg__psp
322	23	कंपनी	कंपनी	n	f	sg	3	o	0_ने	0	-	28.0	किया	k1
322	24	ने	ने	psp	-	-	-	-	-	-	-	23.0	कंपनी	lwg__psp
322	25	कीटनाशकों	कीटनाशक	n	m	pl	3	o	0_का	0	-	27.0	इस्तेमाल	r6-k2
322	26	का	का	psp	m	sg	-	d	-	-	-	25.0	कीटनाशकों	lwg__psp
322	27	इस्तेमाल	इस्तेमाल	n	m	sg	3	d	0	0	-	28.0	किया	pof
322	28	किया	कर	v	m	sg	3	-	या_है	yA	active	14.0	कि	ccof
322	29	है	है	v	any	sg	3	-	है	hE	-	28.0	किया	lwg__vaux
322	30	।	।	punc	-	-	-	-	-	-	-	5.0	कहा	rsym
323	1	याना	याना	n	f	sg	3	o	0_के_लिए	0	-	9.0	था	rt
323	2	के	के	psp	-	-	-	-	-	-	-	1.0	याना	lwg__psp
323	3	लिए	लिए	psp	-	-	-	-	-	-	-	1.0	याना	lwg__psp
323	4	१	१	n	any	sg	3	d	0	0	-	5.0	सितंबर	pof__cn
323	5	सितंबर	सितंबर	n	m	sg	3	d	0	0	-	9.0	था	k1
323	6	त्यौहार	त्यौहार	n	m	sg	3	o	0_का	0	-	8.0	दिन	r6
323	7	का	का	psp	m	sg	3	d	-	-	-	6.0	त्यौहार	lwg__psp
323	8	दिन	दिन	n	m	sg	3	d	0	0	-	9.0	था	k1s
323	9	था	था	v	m	sg	any	-	था	WA	active	0.0	ROOT	main
323	10	।	।	punc	-	-	-	-	-	-	-	9.0	था	rsym
324	1	स्कूल	स्कूल	n	m	sg	3	o	0_का	0	-	4.0	साल	r6
324	2	के	का	psp	m	sg	-	o	-	-	-	1.0	स्कूल	lwg__psp
324	3	अंतिम	अंतिम	adj	any	any	-	o	-	-	-	4.0	साल	nmod__adj
324	4	साल	साल	n	m	sg	3	o	0_का	0	-	7.0	दिन	r6
324	5	के	का	psp	m	sg	-	o	-	-	-	4.0	साल	lwg__psp
324	6	पहले	पहला	num	m	sg	-	o	-	-	-	7.0	दिन	nmod__adj
324	7	दिन	दिन	n	m	sg	3	o	0	0	-	14.0	निकली	k7t
324	8	वह	वह	pn	any	sg	3	d	0	0	-	14.0	निकली	k1
324	9	खुशी	खुशी	n	f	sg	3	d	0	0	-	14.0	निकली	adv
324	10	-	-	punc	-	-	-	-	-	-	-	9.0	खुशी	rsym
324	11	खुशी	खुशी	n	f	sg	3	d	0	0	-	9.0	खुशी	pof__redup
324	12	घर	घर	n	m	sg	3	o	0_से	0	-	14.0	निकली	k5
324	13	से	से	psp	-	-	-	-	-	-	-	12.0	घर	lwg__psp
324	14	निकली	निकल	v	f	sg	any	-	या	yA	active	16.0	लेकिन	ccof
324	15	,	COMMA	punc	-	-	-	-	-	-	-	14.0	निकली	rsym
324	16	लेकिन	लेकिन	avy	-	-	-	-	-	-	-	0.0	ROOT	main
324	17	उसकी	वह	pn	f	sg	3	o	का	kA	-	18.0	खुशियां	r6
324	18	खुशियां	खुशी	n	f	pl	3	d	0	0	-	23.0	बदल	k1
324	19	उस	वह	pn	any	sg	3	d	-	-	-	20.0	समय	nmod__adj
324	20	समय	समय	n	m	sg	3	d	0	0	-	23.0	बदल	k7t
324	21	गम	गम	n	m	sg	3	o	0_में	0	-	23.0	बदल	k7
324	22	में	में	psp	-	-	-	-	-	-	-	21.0	गम	lwg__psp
324	23	बदल	बदल	v	any	pl	any	-	0_जा+या१	0	active	16.0	लेकिन	ccof
324	24	गई	जा	v	f	pl	any	-	या१	yA1	-	23.0	बदल	lwg__vaux
324	25	,	COMMA	punc	-	-	-	-	-	-	-	23.0	बदल	rsym
324	26	जब	जब	pn	-	-	-	d	-	-	-	35.0	कर	k7t
324	27	हथियारबंद	हथियारबंद	adj	any	any	-	o	-	-	-	28.0	चेचेन	nmod__adj
324	28	चेचेन	चेचेन	n	m	sg	3	d	0	0	-	29.0	आतंकियों	nmod__adj
324	29	आतंकियों	आतंकी	n	m	pl	3	o	0_ने	0	-	35.0	कर	k1
324	30	ने	ने	psp	-	-	-	-	-	-	-	29.0	आतंकियों	lwg__psp
324	31	उसे	वह	pn	any	sg	3	o	को	ko	-	35.0	कर	k2
324	32	जिम	जिम	n	m	sg	3	o	0_में	0	-	35.0	कर	k7p
324	33	में	में	psp	-	-	-	-	-	-	-	32.0	जिम	lwg__psp
324	34	बंद	बंद	adj	any	any	-	-	-	-	-	35.0	कर	pof
324	35	कर	कर	v	any	sg	any	-	0_दे+या	0	active	20.0	समय	nmod__relc
324	36	दिया	दे	v	m	sg	any	-	या	yA	-	35.0	कर	lwg__vaux
324	37	।	।	punc	-	-	-	-	-	-	-	16.0	लेकिन	rsym
325	1	वहां	वहाँ	pn	-	-	-	-	-	-	-	7.0	बनाए	k7p
325	2	उसके	वह	pn	m	sg	3	o	0_साथ	ke	-	7.0	बनाए	ras-k2
325	3	साथ	साथ	nst	m	sg	3	d	-	-	-	2.0	उसके	lwg__psp
325	4	सैकड़ों	सैकडा	num	any	pl	-	any	-	-	-	5.0	लोग	nmod__adj
325	5	लोग	लोग	n	m	pl	3	d	0	0	-	7.0	बनाए	k2
325	6	बंधक	बंधक	n	m	sg	3	d	0	0	-	7.0	बनाए	pof
325	7	बनाए	बना	v	m	pl	any	-	या_जा+या१_था	yA	passive	0.0	ROOT	main
325	8	गए	जा	v	m	pl	any	-	या१	yA1	-	7.0	बनाए	lwg__vaux
325	9	थे	था	v	m	pl	any	-	था	WA	-	8.0	गए	lwg__vaux_cont
325	10	।	।	punc	-	-	-	-	-	-	-	7.0	बनाए	rsym
326	1	दुबली	दुबला	adj	f	sg	-	o	-	-	-	3.0	पतली	mod
326	2	-	-	punc	-	-	-	-	-	-	-	3.0	पतली	rsym
326	3	पतली	पतला	adj	f	sg	-	o	-	-	-	6.0	याना	nmod__adj
326	4	१५	१५	num	any	any	-	any	-	-	-	6.0	याना	nmod__adj
326	5	वर्षीय	वर्षीय	adj	any	any	-	o	-	-	-	6.0	याना	nmod__adj
326	6	याना	याना	n	f	sg	3	o	0_ने	0	-	8.0	बताया	k1
326	7	ने	ने	psp	-	-	-	-	-	-	-	6.0	याना	lwg__psp
326	8	बताया	बता	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
326	9	कि	कि	avy	-	-	-	-	-	-	-	8.0	बताया	k2
326	10	नकाबपोशों	नकाबपोश	n	m	pl	3	o	0_ने	0	-	21.0	कहा	k1
326	11	ने	ने	psp	-	-	-	-	-	-	-	10.0	नकाबपोशों	lwg__psp
326	12	उन	वह	pn	any	pl	3	o	-	-	-	13.0	लोगों	nmod__adj
326	13	लोगों	लोग	n	m	pl	3	o	0_को	0	-	21.0	कहा	k4
326	14	को	को	psp	-	-	-	-	-	-	-	13.0	लोगों	lwg__psp
326	15	चिल्लाकर	चिल्ला	v	any	any	any	-	कर	kara	-	21.0	कहा	vmod
326	16	जिम	जिम	n	m	sg	3	o	0_का_भीतर	0	-	19.0	जाने	k2p
326	17	के	का	psp	m	sg	-	o	-	-	-	16.0	जिम	lwg__psp
326	18	भीतर	भीतर	nst	m	sg	3	d	-	-	-	16.0	जिम	lwg__psp
326	19	जाने	जा	v	any	any	any	o	ने_को	ne	-	21.0	कहा	k2
326	20	को	को	psp	-	-	-	-	-	-	-	19.0	जाने	lwg__psp
326	21	कहा	कह	v	m	sg	any	-	या_था	yA	active	9.0	कि	ccof
326	22	था	था	v	m	sg	any	-	था	WA	-	21.0	कहा	lwg__vaux
326	23	।	।	punc	-	-	-	-	-	-	-	8.0	बताया	rsym
327	1	याना	याना	n	f	sg	3	d	0	0	-	7.0	थी	k1
327	2	उन	वह	pn	any	pl	3	o	-	-	-	3.0	बच्चों	nmod__adj
327	3	बच्चों	बच्चा	n	m	pl	3	o	0_में_से	0	-	7.0	थी	k5
327	4	में	में	psp	-	-	-	-	-	-	-	3.0	बच्चों	lwg__psp
327	5	से	से	psp	-	-	-	-	-	-	-	3.0	बच्चों	lwg__psp
327	6	एक	एक	num	any	any	-	any	-	-	-	7.0	थी	k1s
327	7	थी	था	v	f	sg	any	-	था	WA	active	0.0	ROOT	main
327	8	जिन्हें	जो	pn	any	pl	3	o	को	ko	-	16.0	बना	k2
327	9	नकाबपोशों	नकाबपोश	n	m	pl	3	o	0_ने	0	-	16.0	बना	k1
327	10	ने	ने	psp	-	-	-	-	-	-	-	9.0	नकाबपोशों	lwg__psp
327	11	स्कूल	स्कूल	n	m	sg	3	o	0_का	0	-	13.0	जिम	r6
327	12	के	का	psp	m	sg	-	o	-	-	-	11.0	स्कूल	lwg__psp
327	13	जिम	जिम	n	m	sg	3	o	0_में	0	-	16.0	बना	k7p
327	14	में	में	psp	-	-	-	-	-	-	-	13.0	जिम	lwg__psp
327	15	बंधक	बंधक	n	m	sg	3	d	0	0	-	16.0	बना	k2s
327	16	बना	बन	v	m	sg	any	-	या_रख+या_था	yA	active	3.0	बच्चों	nmod__relc
327	17	रखा	रख	v	m	sg	any	-	या	yA	-	16.0	बना	lwg__vaux
327	18	था	था	v	m	sg	any	-	था	WA	-	17.0	रखा	lwg__vaux_cont
327	19	।	।	punc	-	-	-	-	-	-	-	7.0	थी	rsym
328	1	इनमें	यह	pn	any	pl	3	o	में	meM	-	6.0	थीं	k7
328	2	दो	दो	num	any	any	-	any	-	-	-	3.0	महिलाएं	nmod__adj
328	3	महिलाएं	महिला	n	f	pl	3	d	0	0	-	6.0	थीं	k1
328	4	भी	भी	avy	-	-	-	-	-	-	-	3.0	महिलाएं	lwg__rp
328	5	शामिल	शामिल	adj	any	any	-	-	-	-	-	6.0	थीं	k1s
328	6	थीं	था	v	f	pl	any	-	था	WA	active	0.0	ROOT	main
328	7	।	।	punc	-	-	-	-	-	-	-	6.0	थीं	rsym
329	1	अब	अब	pn	-	-	-	d	-	-	-	8.0	हो	k7t
329	2	भी	भी	avy	-	-	-	-	-	-	-	1.0	अब	lwg__rp
329	3	यह	यह	pn	any	sg	3	d	0	0	-	8.0	हो	k1
329	4	पूरी	पूरा	adj	f	sg	-	d	-	-	-	5.0	तरह	nmod__adj
329	5	तरह	तरह	n	f	sg	3	d	0	0	-	8.0	हो	adv
329	6	स्पष्ट	स्पष्ट	adj	any	any	-	-	-	-	-	8.0	हो	pof
329	7	नहीं	नहीं	avy	-	-	-	-	-	-	-	8.0	हो	lwg__neg
329	8	हो	हो	v	m	sg	3	-	0_पा+या_है	0	active	0.0	ROOT	main
329	9	पाया	पा	v	m	sg	any	-	या	yA	-	8.0	हो	lwg__vaux
329	10	है	है	v	any	sg	3	-	है	hE	-	9.0	पाया	lwg__vaux_cont
329	11	कि	कि	avy	-	-	-	-	-	-	-	3.0	यह	rs
329	12	जिम	जिम	n	m	sg	3	o	0_में	0	-	18.0	बनाया	k7p
329	13	में	में	psp	-	-	-	-	-	-	-	12.0	जिम	lwg__psp
329	14	कितने	कितना	pn	m	pl	-	o	-	-	-	15.0	लोगों	nmod
329	15	लोगों	लोग	n	m	pl	3	o	0_को	0	-	18.0	बनाया	k2
329	16	को	को	psp	-	-	-	-	-	-	-	15.0	लोगों	lwg__psp
329	17	बंधक	बंधक	n	m	sg	3	d	0	0	-	18.0	बनाया	k2s
329	18	बनाया	बना	v	m	sg	any	-	या_जा+या१_था	yA	passive	11.0	कि	ccof
329	19	गया	जा	v	m	sg	any	-	या१	yA1	-	18.0	बनाया	lwg__vaux
329	20	था	था	v	m	sg	any	-	था	WA	-	19.0	गया	lwg__vaux_cont
329	21	।	।	punc	-	-	-	-	-	-	-	8.0	हो	rsym
330	1	याना	याना	n	f	sg	3	o	0_ने	0	-	3.0	कहा	k1
330	2	ने	ने	psp	-	-	-	-	-	-	-	1.0	याना	lwg__psp
330	3	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
330	4	कि	कि	avy	-	-	-	-	-	-	-	3.0	कहा	k2
330	5	हमारे	हम	pn	m	pl	1	o	का	kA	-	6.0	प्रिंसिपल	r6
